chunk_id,source_id,title,url,type,owner,last_updated,tags,text
IRCC_0001_C0001,IRCC_0001,source_1,https://www.ircc.canada.ca/opendata-donneesouvertes/data/FR_ODP-PR-ProvImmCat.xlsx,html,,,,"Permanent Residents – Monthly IRCC Updates People who have been granted permanent resident status in Canada. Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated. Publisher - Current Organization Name: Immigration, Refugees and Citizenship Canada Licence: Open Government Licence - Canada Data and Resources Canada - Permanent Residents by Province/Territory and Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada – Permanent Residents by Country of Citizenship XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada – Permanent Residents by Country of Citizenship XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Country of Citizenship and Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Country of Citizenship and Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Census Metropolitan Area (CMA) XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Census Metropolitan Area (CMA) XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory, Census Division and Census Subdivision XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory, Census Division and Census Subdivision XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Intended Occupation (NOC 2011) XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Intended Occupation (NOC 2011) XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Gender XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Gender XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Age Group XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Age Group XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada -"
IRCC_0001_C0002,IRCC_0001,source_1,https://www.ircc.canada.ca/opendata-donneesouvertes/data/FR_ODP-PR-ProvImmCat.xlsx,html,,,,"to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Gender XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Age Group XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Permanent Residents by Province/Territory and Age Group XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Adoptions via Permanent Residence (FC6, FC9) by Country of Birth and Gender XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Adoptions via Permanent Residence (FC6, FC9) by Country of Birth and Gender XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Quebec - English-Speaking Permanent Residents by Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Quebec - English-Speaking Permanent Residents by Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Quebec - Percentage of English-Speaking Permanent Residents by Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Quebec - Percentage of English-Speaking Permanent Residents by Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - Percentage of French Speaking Permanent Residents by Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - Percentage of French Speaking Permanent Residents by Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Age Group XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Age Group XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Country of Citizenship XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Country of Citizenship XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Census Metropolitan Area XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Census Metropolitan Area XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Gender"
IRCC_0001_C0003,IRCC_0001,source_1,https://www.ircc.canada.ca/opendata-donneesouvertes/data/FR_ODP-PR-ProvImmCat.xlsx,html,,,,"Citizenship XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Census Metropolitan Area XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Census Metropolitan Area XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Gender XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Gender XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Immigration Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Immigration Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent Residents by Province/Territory, CD and CSD CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded- not for calculations] Canada - Permanent Residents by Province/Territory and CMA CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent Residents by Province/Territory and Intended Occupation (NOC 2011) CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent resident by province/territory and immigration category CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded- not for calculations] Canada - Permanent Residents by Country of Citizenship CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent Residents by Country of Citizenship and Immigration Category CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent Residents by Province/Territory and Gender CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Permanent Residents by Province/Territory and Age Group CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Admissions of Permanent Residents by Province/Territory, Census Division and Census Subdivision of the Intended Destination CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Adoptions via Permanent Residence (FC6, FC9) by Country of Birth and Gender CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Quebec - English-Speaking Permanent Residents by Immigration Category CSV English"
IRCC_0001_C0004,IRCC_0001,source_1,https://www.ircc.canada.ca/opendata-donneesouvertes/data/FR_ODP-PR-ProvImmCat.xlsx,html,,,,"of Permanent Residents by Province/Territory, Census Division and Census Subdivision of the Intended Destination CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada - Adoptions via Permanent Residence (FC6, FC9) by Country of Birth and Gender CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Quebec - English-Speaking Permanent Residents by Immigration Category CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada ex-QC - French-Speaking Permanent Residents by Immigration Category CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada ex-QC - French-Speaking Permanent Residents by Province/Territory and Age Group CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded - not for calculations] Canada ex-QC - French-Speaking Permanent Residents by Country of Citizenship CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada ex-QC - Admissions of French-Speaking Permanent Residents within Canada (excluding Quebec) by Province/Territory and Census Metropolitan Area of Intended Destination (2020 ranking) CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada ex-QC - Admissions of French-Speaking Permanent Residents within Canada (excluding Quebec) by Province/Territory of Intended Destination and Gender CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada ex-QC - Admissions of French-Speaking Permanent Residents within Canada (excluding Quebec) by Province/Territory of Intended Destination and Immigration Category CSV English French dataset CSV Explore More information Go to resource More information Go to resource Rate this dataset Provide feedback Keywords: IRCC CIC immigration Immigration Citizenship and Immigration Canada Immigration Refugees and Citizenship Canada permanent residents Permanent Residents PR immigrants Immigrants landings province territory Province Territory country of citizenship census metropolitan area CMA age group covid IRCC CIC immigration Immigration Citizenship and Immigration Canada Immigration Refugees and Citizenship Canada permanent residents Permanent Residents PR immigrants Immigrants landings province territory Province Territory country of citizenship census metropolitan area CMA age group covid Subject: Persons Society and Culture Persons Society and Culture Audience: Immigrants Non-Canadians Immigrants Non-Canadians Place of Publication: Canada Maintenance and Update Frequency: Monthly Date Published: 2017-02-28 Date Modified: 2026-01-20 Temporal Coverage: 2015-01-01 to 2025-11-30 Openness Rating : Record Released: 2017-04-12 Record Modified: 2026-01-20 Record ID: f7e5498e-0ad8-4417-85c9-9b8aff9b9eda Metadata: Link to JSON format DCAT (JSON-LD) DCAT (XML) Link to JSON format DCAT (JSON-LD) DCAT (XML) Atom Feed"
IRCC_0001_C0005,IRCC_0001,source_1,https://www.ircc.canada.ca/opendata-donneesouvertes/data/FR_ODP-PR-ProvImmCat.xlsx,html,,,,Temporal Coverage: 2015-01-01 to 2025-11-30 Openness Rating : Record Released: 2017-04-12 Record Modified: 2026-01-20 Record ID: f7e5498e-0ad8-4417-85c9-9b8aff9b9eda Metadata: Link to JSON format DCAT (JSON-LD) DCAT (XML) Link to JSON format DCAT (JSON-LD) DCAT (XML) Atom Feed
IRCC_0002_C0001,IRCC_0002,source_2,https://www.ircc.canada.ca/opendata-donneesouvertes/data/EN_ODP-TR-Study-IS_CITZ_sign_date.xlsx,html,,,,"Temporary Residents: Study Permit Holders – Monthly IRCC Updates Temporary residents who are in Canada on a study permit in the observed calendar year. Datasets include study permit holders by year in which permit(s) became effective or with a valid permit in a calendar year or on December 31st. Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated. Publisher - Current Organization Name: Immigration, Refugees and Citizenship Canada Licence: Open Government Licence - Canada Data and Resources Canada - Study permit holders by country of citizenship and year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders by country of citizenship and year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada – Study permit holders by study level, province/territory and year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada – Study permit holders by study level, province/territory and year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders by province/territory, gender and year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders by province/territory, gender and year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders on December 31st by province/territory and study level XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders on December 31st by province/territory and study level XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders on December 31st by country of citizenship XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Study permit holders on December 31st by country of citizenship XLSX French dataset XLSX Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Study permit holders by country of citizenship and year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Study permit holders by province/territory, study level and year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource"
IRCC_0002_C0002,IRCC_0002,source_2,https://www.ircc.canada.ca/opendata-donneesouvertes/data/EN_ODP-TR-Study-IS_CITZ_sign_date.xlsx,html,,,,"information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Study permit holders by country of citizenship and year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Study permit holders by province/territory, study level and year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource [rounded numbers - not for calculations] Canada - Study permit holders by province/territory, gender and year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders with a valid permit by province/territory of intended destination and country of citizenship XLS English dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders with a valid permit by province/territory of intended destination and country of citizenship XLS French dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination and census metropolitan area (CMA) XLS English dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination and census metropolitan area (CMA) XLS French dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination, study level and calendar year XLS English dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination, study level and calendar year XLS French dataset XLS Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination, study level and year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource [ARCHIVED] Canada - Study permit holders by province/territory of intended destination, study level and year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Public/Private and Year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Public/Private and Year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Public/Private and Year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Institution Type"
IRCC_0002_C0003,IRCC_0002,source_2,https://www.ircc.canada.ca/opendata-donneesouvertes/data/EN_ODP-TR-Study-IS_CITZ_sign_date.xlsx,html,,,,"Post-Secondary by P/T of Designated Learning Institution, DLI name, Public/Private and Year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Public/Private and Year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Institution Type and Year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Institution Type and Year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution, DLI name, Institution Type and Year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution Type, Citizenship and Year in which permit(s) became effective XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution Type, Citizenship and Year in which permit(s) became effective XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Post-Secondary by P/T of Designated Learning Institution Type, Citizenship and Year in which permit(s) became effective CSV English French dataset CSV Explore More information Go to resource More information Go to resource Rate this dataset Provide feedback Keywords: IRCC CIC immigration Immigration Citizenship and Immigration Canada Immigration Refugees and Citizenship Canada temporary residents Temporary Residents TR study permit holders study level immigrants Immigrants province territory Province Territory country of citizenship census metropolitan area CMA gender adoption citizen Covid IRCC CIC immigration Immigration Citizenship and Immigration Canada Immigration Refugees and Citizenship Canada temporary residents Temporary Residents TR study permit holders study level immigrants Immigrants province territory Province Territory country of citizenship census metropolitan area CMA gender adoption citizen Covid Subject: Education and Training Persons Society and Culture Education and Training Persons Society and Culture Audience: Educators General public Immigrants Non-Canadians Educators General public Immigrants Non-Canadians Place of Publication: Canada Maintenance and Update Frequency: Monthly Date Published: 2017-03-09 Date Modified: 2026-01-20 Temporal Coverage: 2015-01-01 to 2025-11-30 Openness Rating : Record Released: 2017-04-12 Record Modified: 2026-01-20 Record ID: 90115b00-f9b8-49e8-afa3-b4cff8facaee Metadata: Link to JSON format DCAT (JSON-LD) DCAT (XML) Link to JSON format DCAT (JSON-LD) DCAT (XML) Atom Feed"
IRCC_0002_C0004,IRCC_0002,source_2,https://www.ircc.canada.ca/opendata-donneesouvertes/data/EN_ODP-TR-Study-IS_CITZ_sign_date.xlsx,html,,,,JSON format DCAT (JSON-LD) DCAT (XML) Link to JSON format DCAT (JSON-LD) DCAT (XML) Atom Feed
IRCC_0003_C0001,IRCC_0003,source_3,https://www.ircc.canada.ca/opendata-donneesouvertes/data/EN_ODP-EE_Candidates-IntDest.xlsx,html,,,,"Express Entry-Invited Candidates – Monthly IRCC Updates Qualified people in the Express Entry pool who have been invited to apply for permanent residence status. Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated. Publisher - Current Organization Name: Immigration, Refugees and Citizenship Canada Publisher - Organization Name at Publication: Citizenship and Immigration Canada Licence: Open Government Licence - Canada Data and Resources Canada - Express Entry Candidates by Province/Territory and Invitation Category XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory and Invitation Category XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Invitation to Apply (ITA) Score XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Invitation to Apply (ITA) Score XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Age Group XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Age Group XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Country of Citizenship (2022 ranking) XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Country of Citizenship (2022 ranking) XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Field of Study XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Field of Study XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Tested for First Official Language XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Tested for First Official Language XLSX French dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category and Census Metropolitan Area of Intended Destination XLSX English dataset XLSX Explore More information Go to resource More information Go to resource Canada - Express Entry Candidates by Province/Territory, Invitation Category"
